update algorithm,max distance,Trial Number, Time Step,  Total Num Clusters,  truely Num Clusters, Mean Cluster Size,  truely Mean cluster size, Cluster Size Std.Dev,  Unclustered boids, Mean Correct Belief (All) ,Correct Red Number,Correct Green Number,Correct Blue Number,Mean Correct Belief (All Red),  Mean Correct Belief (All Green),  Mean Correct Belief (All Blue)
m1,80,2,4100,6,4,25,36.75,2460.8,3,0.70666665,49,20,37,0.875,0.45454547,0.74
m1,80,2,4150,9,5,16.666666,29,1301.5001,5,0.7133333,50,19,38,0.89285713,0.4318182,0.76
m1,80,2,4200,14,9,10.714286,15.888889,195.45058,7,0.7133333,50,19,38,0.89285713,0.4318182,0.76
m1,80,2,4250,7,5,21.428572,29.4,760.9524,3,0.7133333,51,19,37,0.91071427,0.4318182,0.74
m1,80,2,4300,7,6,21.428572,24.666666,1167.9523,2,0.70666665,50,19,37,0.89285713,0.4318182,0.74
m1,80,2,4350,6,4,25,36.75,2143.6,3,0.7,50,19,36,0.89285713,0.4318182,0.72
m1,80,2,4400,6,6,25,25,2098,0,0.70666665,50,20,36,0.89285713,0.45454547,0.72
m1,80,2,4450,11,4,13.636364,35,1168.0544,10,0.70666665,50,21,35,0.89285713,0.47727272,0.7
m1,80,2,4500,9,3,16.666666,47.333332,1610.25,8,0.7266667,51,22,36,0.91071427,0.5,0.72
m1,80,2,4550,9,3,16.666666,47.666668,1579.75,7,0.73333335,51,24,35,0.91071427,0.54545456,0.7
m1,80,2,4600,7,3,21.428572,48.333332,2155.619,5,0.75333333,52,26,35,0.9285714,0.59090906,0.7
m1,80,2,4650,9,6,16.666666,24.5,978.75,3,0.74666667,52,27,33,0.9285714,0.6136364,0.66
m1,80,2,4700,7,5,21.428572,29.6,1375.619,2,0.7733333,54,28,34,0.96428573,0.6363636,0.68
m1,80,2,4750,3,3,50,50,1369,0,0.79333335,55,28,36,0.98214287,0.6363636,0.72
m1,80,2,4800,8,5,18.75,29.2,756.7857,4,0.8066667,55,29,37,0.98214287,0.65909094,0.74
m1,80,2,4850,11,7,13.636364,20.571428,510.05444,6,0.82,54,31,38,0.96428573,0.70454544,0.76
m1,80,2,4900,8,6,18.75,24.666666,883.3571,2,0.8,53,31,36,0.9464286,0.70454544,0.72
m1,80,2,4950,5,3,30,48.666668,2464,4,0.8,53,31,36,0.9464286,0.70454544,0.72
m1,80,2,5000,7,3,21.428572,48,2299.2856,6,0.8,52,32,36,0.9285714,0.72727275,0.72
m1,80,3,50,7,4,21.428572,36.75,1010.9524,3,0.6066667,41,14,36,0.68333334,0.3783784,0.6792453
m1,80,3,100,10,8,15,18.5,402.8889,2,0.6,40,14,36,0.6666667,0.3783784,0.6792453
m1,80,3,150,6,4,25,37,856,2,0.62,42,14,37,0.7,0.3783784,0.6981132
m1,80,3,200,11,6,13.636364,24,298.0546,6,0.6333333,43,15,37,0.71666664,0.4054054,0.6981132
m1,80,3,250,5,3,30,49.333332,3153.5,2,0.6066667,43,12,36,0.71666664,0.3243243,0.6792453
m1,80,3,300,5,4,30,37.25,3714,1,0.6066667,44,12,35,0.73333335,0.3243243,0.6603774
m1,80,3,350,4,3,37.5,49.333332,960.3333,2,0.62666667,45,13,36,0.75,0.35135135,0.6792453
m1,80,3,400,7,5,21.428572,29.2,662.619,4,0.62666667,46,13,35,0.76666665,0.35135135,0.6603774
m1,80,3,450,8,4,18.75,36.25,1681.9286,5,0.62,46,12,35,0.76666665,0.3243243,0.6603774
m1,80,3,500,7,7,21.428572,21.428572,346.9524,0,0.64,48,12,36,0.8,0.3243243,0.6792453
m1,80,3,550,5,4,30,37.25,2441,1,0.6533333,49,12,37,0.81666666,0.3243243,0.6981132
m1,80,3,600,6,4,25,36.75,2024,3,0.66,49,13,37,0.81666666,0.35135135,0.6981132
m1,80,3,650,4,3,37.5,49.333332,4581.6665,2,0.6533333,49,12,37,0.81666666,0.3243243,0.6981132
m1,80,3,700,4,4,37.5,37.5,3409,0,0.6533333,50,12,36,0.8333333,0.3243243,0.6792453
m1,80,3,750,8,6,18.75,24.333334,1021.6429,4,0.64666665,50,12,35,0.8333333,0.3243243,0.6603774
m1,80,3,800,12,9,12.5,16.11111,257.18182,5,0.6533333,51,12,35,0.85,0.3243243,0.6603774
m1,80,3,850,6,4,25,36.5,1403.2,4,0.64666665,51,11,35,0.85,0.2972973,0.6603774
m1,80,3,900,10,6,15,24,1072.8889,6,0.6533333,51,11,36,0.85,0.2972973,0.6792453
m1,80,3,950,7,6,21.428572,24.833334,691.9524,1,0.6666667,52,11,37,0.8666667,0.2972973,0.6981132
m1,80,3,1000,8,7,18.75,21.285715,952.5,1,0.6666667,53,10,37,0.8833333,0.27027026,0.6981132
m1,80,3,1050,9,7,16.666666,21.142857,530.25,2,0.6666667,54,9,37,0.9,0.24324325,0.6981132
m1,80,3,1100,10,5,15,28.2,488.22223,9,0.66,55,9,35,0.9166667,0.24324325,0.6603774
m1,80,3,1150,12,5,12.5,27.8,479.9091,11,0.6666667,56,9,35,0.93333334,0.24324325,0.6603774
m1,80,3,1200,10,5,15,29,641.55554,5,0.6666667,55,9,36,0.9166667,0.24324325,0.6792453
m1,80,3,1250,4,2,37.5,74,5137,2,0.6666667,54,10,36,0.9,0.27027026,0.6792453
m1,80,3,1300,9,5,16.666666,29.2,877.75,4,0.68666667,55,11,37,0.9166667,0.2972973,0.6981132
m1,80,3,1350,7,3,21.428572,48.333332,2260.619,5,0.68666667,55,11,37,0.9166667,0.2972973,0.6981132
m1,80,3,1400,8,5,18.75,29.2,1116.2142,4,0.68666667,55,11,37,0.9166667,0.2972973,0.6981132
m1,80,3,1450,6,3,25,48.666668,1090,4,0.7,56,12,37,0.93333334,0.3243243,0.6981132
m1,80,3,1500,6,3,25,48.666668,2759.2,4,0.70666665,56,13,37,0.93333334,0.35135135,0.6981132
m1,80,3,1550,4,1,37.5,146,5232.3335,4,0.7133333,56,13,38,0.93333334,0.35135135,0.7169811
m1,80,3,1600,8,2,18.75,71.5,2361.9285,7,0.72,56,13,39,0.93333334,0.35135135,0.7358491
m1,80,3,1650,8,6,18.75,24.666666,635.9286,2,0.72,56,13,39,0.93333334,0.35135135,0.7358491
m1,80,3,1700,10,6,15,24.166666,470.22223,5,0.70666665,56,12,38,0.93333334,0.3243243,0.7169811
m1,80,3,1750,6,5,25,29.8,360.8,1,0.70666665,56,13,37,0.93333334,0.35135135,0.6981132
m1,80,3,1800,6,6,25,25,422.4,0,0.70666665,56,12,38,0.93333334,0.3243243,0.7169811
m1,80,3,1850,5,4,30,37.25,2515,1,0.7266667,56,13,40,0.93333334,0.35135135,0.754717
m1,80,3,1900,7,6,21.428572,24.833334,1003.6189,1,0.7,55,11,39,0.9166667,0.2972973,0.7358491
m1,80,3,1950,5,4,30,37.25,1721,1,0.70666665,56,10,40,0.93333334,0.27027026,0.754717
m1,80,3,2000,6,4,25,36.75,1131.2,3,0.70666665,56,10,40,0.93333334,0.27027026,0.754717
m1,80,3,2050,8,6,18.75,24.333334,515.3571,4,0.7,55,10,40,0.9166667,0.27027026,0.754717
m1,80,3,2100,7,5,21.428572,29.6,1084.2856,2,0.6933333,55,10,39,0.9166667,0.27027026,0.7358491
m1,80,3,2150,6,3,25,49,2625.6,3,0.6933333,55,9,40,0.9166667,0.24324325,0.754717
m1,80,3,2200,6,5,25,29.6,1978.4,2,0.7,55,11,39,0.9166667,0.2972973,0.7358491
m1,80,3,2250,7,4,21.428572,36.75,2034.2855,3,0.72,55,13,40,0.9166667,0.35135135,0.754717
m1,80,3,2300,7,4,21.428572,36.75,1732.6188,3,0.7266667,55,13,41,0.9166667,0.35135135,0.7735849
m1,80,3,2350,7,4,21.428572,36.5,1587.2856,4,0.72,55,12,41,0.9166667,0.3243243,0.7735849
m1,80,3,2400,5,3,30,49,2573.5,3,0.72,54,12,42,0.9,0.3243243,0.7924528
m1,80,3,2450,6,2,25,72,2625.2,6,0.73333335,54,12,44,0.9,0.3243243,0.8301887
m1,80,3,2500,5,3,30,49.333332,3921,2,0.7266667,54,12,43,0.9,0.3243243,0.8113208
m1,80,3,2550,5,4,30,37,1128.5,2,0.7133333,54,12,41,0.9,0.3243243,0.7735849
m1,80,3,2600,3,3,50,50,1591,0,0.7133333,54,12,41,0.9,0.3243243,0.7735849
m1,80,3,2650,8,6,18.75,24.5,565.0714,3,0.7133333,54,12,41,0.9,0.3243243,0.7735849
m1,80,3,2700,9,6,16.666666,24.333334,372.99997,4,0.72,55,12,41,0.9166667,0.3243243,0.7735849
m1,80,3,2750,5,3,30,48.666668,1558.5,4,0.72,55,12,41,0.9166667,0.3243243,0.7735849
m1,80,3,2800,12,5,12.5,28.2,1109.3636,9,0.72,55,13,40,0.9166667,0.35135135,0.754717
m1,80,3,2850,13,6,11.538462,23.666666,426.4359,8,0.73333335,56,13,41,0.93333334,0.35135135,0.7735849
m1,80,3,2900,5,2,30,73,3991,4,0.73333335,56,13,41,0.93333334,0.35135135,0.7735849
m1,80,3,2950,9,2,16.666666,70.5,2070.75,9,0.7266667,56,13,40,0.93333334,0.35135135,0.754717
m1,80,3,3000,6,4,25,37,1188.4,2,0.73333335,56,14,40,0.93333334,0.3783784,0.754717
m1,80,3,3050,8,7,18.75,21.285715,571.6429,1,0.7266667,57,14,38,0.95,0.3783784,0.7169811
m1,80,3,3100,8,5,18.75,29,815.0714,5,0.7266667,56,15,38,0.93333334,0.4054054,0.7169811
m1,80,3,3150,5,4,30,37.25,1856.5,1,0.7266667,57,15,37,0.95,0.4054054,0.6981132
m1,80,3,3200,8,6,18.75,24.5,923.0714,3,0.73333335,57,16,37,0.95,0.43243244,0.6981132
m1,80,3,3250,6,4,25,36.75,2458.4,3,0.7266667,57,16,36,0.95,0.43243244,0.6792453
m1,80,3,3300,5,4,30,37,2301.5,2,0.70666665,57,13,36,0.95,0.35135135,0.6792453
m1,80,3,3350,5,3,30,49,3270.5,3,0.7133333,57,14,36,0.95,0.3783784,0.6792453
m1,80,3,3400,6,4,25,36.75,2512.4,3,0.7133333,57,14,36,0.95,0.3783784,0.6792453
m1,80,3,3450,4,4,37.5,37.5,2073.6667,0,0.70666665,57,14,35,0.95,0.3783784,0.6603774
m1,80,3,3500,3,3,50,50,5947,0,0.7,57,14,34,0.95,0.3783784,0.6415094
m1,80,3,3550,5,5,30,30,2090,0,0.7,57,14,34,0.95,0.3783784,0.6415094
m1,80,3,3600,7,4,21.428572,36.75,1338.9525,3,0.7,57,14,34,0.95,0.3783784,0.6415094
m1,80,3,3650,6,4,25,37,1520.4,2,0.7,57,14,34,0.95,0.3783784,0.6415094
m1,80,3,3700,15,10,10,14.4,135.28572,6,0.72,57,15,36,0.95,0.4054054,0.6792453
m1,80,3,3750,6,5,25,29.8,1070,1,0.73333335,57,15,38,0.95,0.4054054,0.7169811
m1,80,3,3800,8,6,18.75,24.666666,501.07144,2,0.74666667,57,17,38,0.95,0.45945945,0.7169811
m1,80,3,3850,10,7,15,21,237.55556,3,0.74666667,57,17,38,0.95,0.45945945,0.7169811
m1,80,3,3900,8,5,18.75,29.2,1176.5,4,0.74666667,57,17,38,0.95,0.45945945,0.7169811
m1,80,3,3950,4,2,37.5,74,5137,2,0.76,58,18,38,0.96666664,0.4864865,0.7169811
m1,80,3,4000,2,2,75,75,7442,0,0.76,58,18,38,0.96666664,0.4864865,0.7169811
m1,80,3,4050,4,4,37.5,37.5,953.6667,0,0.76666665,58,18,39,0.96666664,0.4864865,0.7358491
m1,80,3,4100,7,6,21.428572,24.833334,612.2857,1,0.76,58,18,38,0.96666664,0.4864865,0.7169811
m1,80,3,4150,7,6,21.428572,24.833334,301.95236,1,0.76666665,58,18,39,0.96666664,0.4864865,0.7358491
m1,80,3,4200,7,7,21.428572,21.428572,249.61903,0,0.74,58,15,38,0.96666664,0.4054054,0.7169811
m1,80,3,4250,11,9,13.636364,16.333334,341.45456,3,0.74666667,58,15,39,0.96666664,0.4054054,0.7358491
m1,80,3,4300,9,7,16.666666,21,647.50006,3,0.75333333,58,15,40,0.96666664,0.4054054,0.754717
m1,80,3,4350,9,8,16.666666,18.5,1033.0001,2,0.76666665,59,16,40,0.98333335,0.43243244,0.754717
m1,80,3,4400,6,6,25,25,1170.8,0,0.7733333,59,17,40,0.98333335,0.45945945,0.754717
m1,80,3,4450,12,7,12.5,20.428572,280.27274,7,0.76666665,59,17,39,0.98333335,0.45945945,0.7358491
m1,80,3,4500,12,9,12.5,16.11111,259.54544,5,0.74666667,59,16,37,0.98333335,0.43243244,0.6981132
m1,80,3,4550,11,7,13.636364,20.571428,285.85455,6,0.74666667,59,16,37,0.98333335,0.43243244,0.6981132
m1,80,3,4600,5,5,30,30,2115.5,0,0.74,58,16,37,0.96666664,0.43243244,0.6981132
m1,80,3,4650,9,4,16.666666,35.5,438.5,8,0.74,58,16,37,0.96666664,0.43243244,0.6981132
m1,80,3,4700,10,5,15,28.8,307.1111,6,0.7266667,57,16,36,0.95,0.43243244,0.6792453
m1,80,3,4750,6,4,25,37,940.4,2,0.7266667,57,16,36,0.95,0.43243244,0.6792453
m1,80,3,4800,4,3,37.5,49.666668,2005.6666,1,0.72,56,16,36,0.93333334,0.43243244,0.6792453
m1,80,3,4850,6,5,25,29.8,673.2,1,0.72,56,16,36,0.93333334,0.43243244,0.6792453
m1,80,3,4900,9,6,16.666666,24.333334,383.25,4,0.72,56,16,36,0.93333334,0.43243244,0.6792453
m1,80,3,4950,6,5,25,29.6,872,2,0.73333335,58,16,36,0.96666664,0.43243244,0.6792453
m1,80,3,5000,7,4,21.428572,36.5,1214.9523,4,0.74666667,58,16,38,0.96666664,0.43243244,0.7169811
m1,80,4,50,9,7,16.666666,21.142857,464.25003,2,0.56,30,35,19,0.65217394,0.6034483,0.41304347
m1,80,4,100,5,4,30,37.25,2613.5,1,0.58666664,31,37,20,0.67391306,0.63793105,0.4347826
m1,80,4,150,8,4,18.75,36.25,941.0714,5,0.58,30,39,18,0.65217394,0.67241377,0.39130434
m1,80,4,200,7,4,21.428572,36.75,2022.2856,3,0.58,31,40,16,0.67391306,0.6896552,0.3478261
m1,80,4,250,5,2,30,73.5,3008,3,0.56,28,40,16,0.6086956,0.6896552,0.3478261
m1,80,4,300,4,3,37.5,49.666668,4239,1,0.5933333,31,41,17,0.67391306,0.70689654,0.36956522
m1,80,4,350,6,2,25,72.5,2414.8,5,0.6066667,31,43,17,0.67391306,0.7413793,0.36956522
m1,80,4,400,5,4,30,37.25,1440.5,1,0.62,32,45,16,0.6956522,0.7758621,0.3478261
m1,80,4,450,6,4,25,37,2558,2,0.62,33,46,14,0.7173913,0.79310346,0.3043478
m1,80,4,500,7,6,21.428572,24.833334,612.95233,1,0.62,32,46,15,0.6956522,0.79310346,0.32608697
m1,80,4,550,12,8,12.5,18.25,219.72728,4,0.62,32,46,15,0.6956522,0.79310346,0.32608697
m1,80,4,600,10,9,15,16.555555,311.1111,1,0.64,33,48,15,0.7173913,0.82758623,0.32608697
m1,80,4,650,8,6,18.75,24.666666,697.3571,2,0.66,35,49,15,0.76086956,0.8448276,0.32608697
m1,80,4,700,8,4,18.75,36.5,1857.3572,4,0.67333335,35,50,16,0.76086956,0.86206895,0.3478261
m1,80,4,750,9,6,16.666666,24.333334,822.75006,4,0.68,35,51,16,0.76086956,0.87931037,0.3478261
m1,80,4,800,9,4,16.666666,36,893.25,6,0.68666667,35,51,17,0.76086956,0.87931037,0.36956522
m1,80,4,850,6,3,25,49,2580.4,3,0.6933333,35,52,17,0.76086956,0.8965517,0.36956522
m1,80,4,900,9,5,16.666666,29,649.75006,5,0.6933333,35,52,17,0.76086956,0.8965517,0.36956522
m1,80,4,950,7,5,21.428572,29.4,1264.9524,3,0.70666665,36,51,19,0.7826087,0.87931037,0.41304347
m1,80,4,1000,6,5,25,29.8,1561.6,1,0.70666665,36,51,19,0.7826087,0.87931037,0.41304347
m1,80,4,1050,8,6,18.75,24.666666,1081.6428,2,0.7,37,49,19,0.8043478,0.8448276,0.41304347
m1,80,4,1100,11,7,13.636364,20.857143,335.85455,4,0.6933333,36,49,19,0.7826087,0.8448276,0.41304347
m1,80,4,1150,9,8,16.666666,18.5,189.75,2,0.70666665,36,50,20,0.7826087,0.86206895,0.4347826
m1,80,4,1200,11,6,13.636364,23.833334,908.8545,7,0.7133333,37,50,20,0.8043478,0.86206895,0.4347826
m1,80,4,1250,10,6,15,23.833334,509.55554,7,0.70666665,37,49,20,0.8043478,0.8448276,0.4347826
m1,80,4,1300,10,7,15,20.714285,424.22223,5,0.7,37,48,20,0.8043478,0.82758623,0.4347826
m1,80,4,1350,6,5,25,29.8,1726.8,1,0.7,37,48,20,0.8043478,0.82758623,0.4347826
m1,80,4,1400,8,6,18.75,24.666666,445.07144,2,0.7,38,48,19,0.82608694,0.82758623,0.41304347
m1,80,4,1450,8,7,18.75,21.285715,482.2143,1,0.7,38,48,19,0.82608694,0.82758623,0.41304347
m1,80,4,1500,10,7,15,20.857143,527.1111,4,0.7,38,48,19,0.82608694,0.82758623,0.41304347
m1,80,4,1550,10,5,15,29,326.22223,5,0.7,38,48,19,0.82608694,0.82758623,0.41304347
m1,80,4,1600,8,7,18.75,21.285715,578.2143,1,0.72,39,49,20,0.84782606,0.8448276,0.4347826
m1,80,4,1650,5,2,30,72.5,3783.5,5,0.72,39,49,20,0.84782606,0.8448276,0.4347826
m1,80,4,1700,8,6,18.75,24.5,395.07144,3,0.72,39,49,20,0.84782606,0.8448276,0.4347826
m1,80,4,1750,7,6,21.428572,24.666666,490.28564,2,0.72,39,49,20,0.84782606,0.8448276,0.4347826
m1,80,4,1800,7,6,21.428572,24.833334,313.61905,1,0.7133333,39,49,19,0.84782606,0.8448276,0.41304347
m1,80,4,1850,11,7,13.636364,20.857143,235.25455,4,0.7133333,39,49,19,0.84782606,0.8448276,0.41304347
m1,80,4,1900,14,7,10.714286,20,516.2198,10,0.73333335,40,49,21,0.8695652,0.8448276,0.45652175
m1,80,4,1950,8,5,18.75,28.8,1038.2142,6,0.73333335,40,49,21,0.8695652,0.8448276,0.45652175
m1,80,4,2000,12,7,12.5,20.285715,308.27274,8,0.73333335,40,48,22,0.8695652,0.82758623,0.47826087
m1,80,4,2050,10,5,15,28.4,917.1111,8,0.74,40,48,23,0.8695652,0.82758623,0.5
m1,80,4,2100,6,3,25,48.333332,1993.2,5,0.75333333,40,49,24,0.8695652,0.8448276,0.5217391
m1,80,4,2150,4,4,37.5,37.5,237.66667,0,0.75333333,40,48,25,0.8695652,0.82758623,0.54347825
m1,80,4,2200,5,2,30,73.5,1808,3,0.76666665,40,49,26,0.8695652,0.8448276,0.5652174
m1,80,4,2250,5,3,30,49.333332,1633.5,2,0.75333333,38,49,26,0.82608694,0.8448276,0.5652174
m1,80,4,2300,7,3,21.428572,48.666668,1884.2853,4,0.76,39,48,27,0.84782606,0.82758623,0.5869565
m1,80,4,2350,10,8,15,18.5,196.88889,2,0.76666665,39,49,27,0.84782606,0.8448276,0.5869565
m1,80,4,2400,8,7,18.75,21.285715,333.92856,1,0.7733333,39,50,27,0.84782606,0.86206895,0.5869565
m1,80,4,2450,7,7,21.428572,21.428572,245.2857,0,0.7866667,40,50,28,0.8695652,0.86206895,0.6086956
m1,80,4,2500,7,4,21.428572,36.25,1330.9523,5,0.7733333,40,49,27,0.8695652,0.8448276,0.5869565
m1,80,4,2550,8,5,18.75,29.2,418.7857,4,0.7733333,40,49,27,0.8695652,0.8448276,0.5869565
m1,80,4,2600,7,6,21.428572,24.833334,453.619,1,0.7866667,41,49,28,0.8913044,0.8448276,0.6086956
m1,80,4,2650,6,5,25,29.6,1363.6,2,0.7733333,41,48,27,0.8913044,0.82758623,0.5869565
m1,80,4,2700,5,5,30,30,1652,0,0.76666665,41,48,26,0.8913044,0.82758623,0.5652174
m1,80,4,2750,10,6,15,24,493.33334,6,0.7733333,41,49,26,0.8913044,0.8448276,0.5652174
m1,80,4,2800,10,6,15,23.666666,632.44446,8,0.7733333,41,49,26,0.8913044,0.8448276,0.5652174
m1,80,4,2850,10,7,15,20.857143,392.44446,4,0.7733333,41,49,26,0.8913044,0.8448276,0.5652174
m1,80,4,2900,7,5,21.428572,29.4,1143.2856,3,0.78,41,50,26,0.8913044,0.86206895,0.5652174
m1,80,4,2950,7,4,21.428572,36.25,975.95233,5,0.78,41,51,25,0.8913044,0.87931037,0.54347825
m1,80,4,3000,6,3,25,48.333332,2805.6,5,0.78,41,51,25,0.8913044,0.87931037,0.54347825
m1,80,4,3050,9,5,16.666666,28.8,487.24997,6,0.78,41,51,25,0.8913044,0.87931037,0.54347825
m1,80,4,3100,7,6,21.428572,24.666666,507.28568,2,0.78,41,50,26,0.8913044,0.86206895,0.5652174
m1,80,4,3150,6,4,25,37,1350,2,0.76,41,50,23,0.8913044,0.86206895,0.5
m1,80,4,3200,9,6,16.666666,24.333334,604.00006,4,0.76666665,41,50,24,0.8913044,0.86206895,0.5217391
m1,80,4,3250,5,5,30,30,1254.5,0,0.76666665,41,51,23,0.8913044,0.87931037,0.5
m1,80,4,3300,7,4,21.428572,36.5,901.61896,4,0.7733333,41,52,23,0.8913044,0.8965517,0.5
m1,80,4,3350,7,7,21.428572,21.428572,421.9524,0,0.7866667,42,53,23,0.9130435,0.9137931,0.5
m1,80,4,3400,8,6,18.75,24.666666,322.5,2,0.78,42,52,23,0.9130435,0.8965517,0.5
m1,80,4,3450,7,6,21.428572,24.833334,428.9523,1,0.78,42,52,23,0.9130435,0.8965517,0.5
m1,80,4,3500,6,2,25,72,2449.2,6,0.7733333,41,52,23,0.8913044,0.8965517,0.5
m1,80,4,3550,4,2,37.5,73.5,3856.3333,3,0.7733333,41,52,23,0.8913044,0.8965517,0.5
m1,80,4,3600,5,3,30,49,3152.5,3,0.7733333,41,52,23,0.8913044,0.8965517,0.5
m1,80,4,3650,4,3,37.5,49.666668,1009.6667,1,0.76666665,40,52,23,0.8695652,0.8965517,0.5
m1,80,4,3700,7,2,21.428572,71.5,2734.2854,7,0.7733333,41,51,24,0.8913044,0.87931037,0.5217391
m1,80,4,3750,4,2,37.5,74,1779,2,0.78,41,51,25,0.8913044,0.87931037,0.54347825
m1,80,4,3800,8,4,18.75,36.5,809.9286,4,0.7866667,41,52,25,0.8913044,0.8965517,0.54347825
m1,80,4,3850,12,7,12.5,20.571428,195.72728,6,0.7866667,41,52,25,0.8913044,0.8965517,0.54347825
m1,80,4,3900,9,7,16.666666,21,234,3,0.79333335,42,52,25,0.9130435,0.8965517,0.54347825
m1,80,4,3950,4,4,37.5,37.5,2145.6667,0,0.7866667,42,52,24,0.9130435,0.8965517,0.5217391
m1,80,4,4000,11,6,13.636364,23.666666,694.6544,8,0.7866667,42,51,25,0.9130435,0.87931037,0.54347825
m1,80,4,4050,8,5,18.75,29.2,1284.5,4,0.79333335,42,52,25,0.9130435,0.8965517,0.54347825
m1,80,4,4100,7,2,21.428572,72.5,1907.2853,5,0.79333335,42,51,26,0.9130435,0.87931037,0.5652174
m1,80,4,4150,7,5,21.428572,29.4,451.9524,3,0.8,42,52,26,0.9130435,0.8965517,0.5652174
m1,80,4,4200,5,4,30,37.25,474.5,1,0.8,42,52,26,0.9130435,0.8965517,0.5652174
m1,80,4,4250,10,8,15,18.5,408,2,0.8,42,52,26,0.9130435,0.8965517,0.5652174
m1,80,4,4300,10,5,15,28.8,1107.7778,6,0.8,42,52,26,0.9130435,0.8965517,0.5652174
m1,80,4,4350,10,5,15,28.8,913.55554,6,0.82,43,53,27,0.9347826,0.9137931,0.5869565
m1,80,4,4400,12,8,12.5,18.125,366.81818,5,0.82,43,53,27,0.9347826,0.9137931,0.5869565
m1,80,4,4450,5,3,30,49.333332,3784,2,0.81333333,43,53,26,0.9347826,0.9137931,0.5652174
m1,80,4,4500,7,3,21.428572,48.333332,1579.2855,5,0.82,43,53,27,0.9347826,0.9137931,0.5869565
m1,80,4,4550,8,4,18.75,36.25,1145.9286,5,0.79333335,43,50,26,0.9347826,0.86206895,0.5652174
m1,80,4,4600,9,4,16.666666,36,1634.75,6,0.79333335,43,50,26,0.9347826,0.86206895,0.5652174
m1,80,4,4650,9,5,16.666666,29,1497.9999,5,0.7866667,43,50,25,0.9347826,0.86206895,0.54347825
m1,80,4,4700,9,5,16.666666,29,1318.25,5,0.7866667,43,50,25,0.9347826,0.86206895,0.54347825
m1,80,4,4750,9,4,16.666666,36,1424.5,6,0.7866667,43,50,25,0.9347826,0.86206895,0.54347825
m1,80,4,4800,5,3,30,49.333332,3716,2,0.7866667,43,50,25,0.9347826,0.86206895,0.54347825
m1,80,4,4850,5,2,30,73.5,3992,3,0.7866667,43,50,25,0.9347826,0.86206895,0.54347825
m1,80,4,4900,6,4,25,37,2100,2,0.7866667,43,50,25,0.9347826,0.86206895,0.54347825
m1,80,4,4950,5,2,30,73.5,3230,3,0.79333335,43,51,25,0.9347826,0.87931037,0.54347825
m1,80,4,5000,7,3,21.428572,48.333332,1778.9523,5,0.8066667,43,53,25,0.9347826,0.9137931,0.54347825
m1,80,5,50,11,7,13.636364,20.285715,419.25458,8,0.54,21,28,32,0.4883721,0.5283019,0.5925926
m1,80,5,100,7,4,21.428572,36.5,1934.9523,4,0.56666666,22,29,34,0.5116279,0.5471698,0.6296296
m1,80,5,150,8,7,18.75,21.142857,307.64285,2,0.6,21,35,34,0.4883721,0.6603774,0.6296296
m1,80,5,200,11,10,13.636364,14.8,472.85458,2,0.6066667,20,36,35,0.4651163,0.6792453,0.6481481
m1,80,5,250,7,5,21.428572,29.4,1427.9523,3,0.62666667,22,36,36,0.5116279,0.6792453,0.6666667
m1,80,5,300,11,8,13.636364,18.375,503.4546,3,0.6333333,21,37,37,0.4883721,0.6981132,0.6851852
m1,80,5,350,12,9,12.5,16.222221,306.0909,4,0.62666667,21,37,36,0.4883721,0.6981132,0.6666667
m1,80,5,400,10,6,15,24.166666,465.33334,5,0.62666667,21,37,36,0.4883721,0.6981132,0.6666667
m1,80,5,450,7,3,21.428572,48.333332,927.2857,5,0.62,20,37,36,0.4651163,0.6981132,0.6666667
m1,80,5,500,6,3,25,48.666668,1460,4,0.64,20,38,38,0.4651163,0.7169811,0.7037037
m1,80,5,550,6,5,25,29.6,596.4,2,0.64666665,19,38,40,0.44186047,0.7169811,0.7407407
m1,80,5,600,8,5,18.75,29.2,797.3571,4,0.6666667,20,39,41,0.4651163,0.7358491,0.7592593
m1,80,5,650,9,6,16.666666,24.5,780.25006,3,0.6666667,20,39,41,0.4651163,0.7358491,0.7592593
m1,80,5,700,8,4,18.75,36.25,547.6429,5,0.6666667,20,39,41,0.4651163,0.7358491,0.7592593
m1,80,5,750,7,5,21.428572,29.4,1338.2858,3,0.68,20,39,43,0.4651163,0.7358491,0.7962963
m1,80,5,800,7,5,21.428572,29.4,530.9524,3,0.6933333,20,41,43,0.4651163,0.7735849,0.7962963
m1,80,5,850,7,6,21.428572,24.666666,1197.9523,2,0.6933333,21,41,42,0.4883721,0.7735849,0.7777778
m1,80,5,900,8,5,18.75,29.2,1177.3572,4,0.6933333,21,41,42,0.4883721,0.7735849,0.7777778
m1,80,5,950,8,5,18.75,29.4,587.0714,3,0.6933333,22,40,42,0.5116279,0.754717,0.7777778
m1,80,5,1000,8,4,18.75,36,1033.3572,6,0.6933333,21,40,43,0.4883721,0.754717,0.7962963
m1,80,5,1050,11,6,13.636364,24,276.05457,6,0.70666665,22,41,43,0.5116279,0.7735849,0.7962963
m1,80,5,1100,8,4,18.75,36.25,887.6429,5,0.7266667,23,42,44,0.53488374,0.7924528,0.8148148
m1,80,5,1150,5,4,30,37,2236.5,2,0.7266667,24,42,43,0.55813956,0.7924528,0.7962963
m1,80,5,1200,9,6,16.666666,24.333334,938.25006,4,0.74666667,24,45,43,0.55813956,0.8490566,0.7962963
