update algorithm,max distance,Trial Number, Time Step,  Total Num Clusters,  truely Num Clusters, Mean Cluster Size,  truely Mean cluster size, Cluster Size Std.Dev,  Unclustered boids, Mean Correct Belief (All) ,Correct Red Number,Correct Green Number,Correct Blue Number,Mean Correct Belief (All Red),  Mean Correct Belief (All Green),  Mean Correct Belief (All Blue)
m2,50,1,900,11,8,13.636364,18.375,652.85455,3,1,44,52,54,1,1,1
m2,50,1,910,13,7,11.538462,20.428572,938.6028,7,1,44,52,54,1,1,1
m2,50,1,920,12,6,12.5,23.833334,548.0909,7,1,44,52,54,1,1,1
m2,50,1,930,12,6,12.5,23.833334,548.0909,7,1,44,52,54,1,1,1
m2,50,1,940,11,6,13.636364,24,625.0545,6,1,44,52,54,1,1,1
m2,50,1,950,9,4,16.666666,36,954,6,1,44,52,54,1,1,1
m2,50,1,960,12,6,12.5,23.833334,511.18182,7,1,44,52,54,1,1,1
m2,50,1,970,12,6,12.5,23.833334,501.18182,7,1,44,52,54,1,1,1
m2,50,1,980,10,4,15,35.75,999.1111,7,1,44,52,54,1,1,1
m2,50,1,990,9,3,16.666666,47.666668,1755.7499,7,1,44,52,54,1,1,1
m2,50,1,1000,9,2,16.666666,70.5,1787.25,9,1,44,52,54,1,1,1
m2,50,2,10,38,17,3.9473684,7.2941175,24.53768,26,0.97333336,51,59,36,0.9807692,1,0.9230769
m2,50,2,20,30,13,5,10,90.48276,20,0.97333336,51,59,36,0.9807692,1,0.9230769
m2,50,2,30,34,15,4.4117646,8.133333,22.61319,28,0.97333336,51,59,36,0.9807692,1,0.9230769
m2,50,2,40,33,15,4.5454545,8.466666,46.63067,23.000008,0.9866667,52,59,37,1,1,0.94871795
m2,50,2,50,35,12,4.285714,9.833333,58.504196,32,0.99333334,52,59,38,1,1,0.974359
m2,50,2,60,33,12,4.5454545,10.166667,71.318184,28,0.99333334,52,59,38,1,1,0.974359
m2,50,2,70,34,14,4.4117646,8.928572,34.91622,25,0.99333334,52,59,38,1,1,0.974359
m2,50,2,80,35,13,4.285714,9.307693,33.680668,29,0.99333334,52,59,38,1,1,0.974359
m2,50,2,90,37,16,4.0540543,7.6875,24.385891,27,0.99333334,52,59,38,1,1,0.974359
m2,50,2,100,33,16,4.5454545,8.125,29.505682,20,0.99333334,52,59,38,1,1,0.974359
m2,50,2,110,30,15,5,8.733334,58.41379,19,1,52,59,39,1,1,1
m2,50,2,120,24,11,6.25,12.181818,94.978264,16,1,52,59,39,1,1,1
m2,50,2,130,24,12,6.25,11.25,96.195656,15,1,52,59,39,1,1,1
m2,50,2,140,29,12,5.172414,10.75,54.933506,21,1,52,59,39,1,1,1
m2,50,2,150,28,11,5.357143,11.818182,62.238117,20,1,52,59,39,1,1,1
m2,50,2,160,27,13,5.5555553,10.230769,66.102554,17,1,52,59,39,1,1,1
m2,50,2,170,21,9,7.142857,14.888889,156.22853,16,1,52,59,39,1,1,1
m2,50,2,180,22,11,6.818182,12.363636,127.96537,14,1,52,59,39,1,1,1
m2,50,2,190,26,13,5.769231,10.384615,81.30463,15,1,52,59,39,1,1,1
m2,50,2,200,24,11,6.25,12.090909,138.89131,17,1,52,59,39,1,1,1
m2,50,2,210,21,11,7.142857,12.181818,179.62857,16,1,52,59,39,1,1,1
m2,50,2,220,22,9,6.818182,14.333333,219.20343,21,1,52,59,39,1,1,1
m2,50,2,230,18,9,8.333333,15.222222,310.00006,13,1,52,59,39,1,1,1
m2,50,2,240,23,10,6.521739,13,90.89725,20,1,52,59,39,1,1,1
m2,50,2,250,23,12,6.521739,11.25,87.07905,15,1,52,59,39,1,1,1
m2,50,2,260,19,10,7.894737,13.8,99.98829,12,1,52,59,39,1,1,1
m2,50,2,270,17,9,8.823529,15.444445,124.90442,11,1,52,59,39,1,1,1
m2,50,2,280,18,9,8.333333,15.222222,108.82355,13,1,52,59,39,1,1,1
m2,50,2,290,16,8,9.375,17.25,215.98334,12,1,52,59,39,1,1,1
m2,50,2,300,19,9,7.894737,15,156.65492,15,1,52,59,39,1,1,1
m2,50,2,310,20,8,7.5,16.75,217.8421,16,1,52,59,39,1,1,1
m2,50,2,320,18,7,8.333333,19,175.05884,17,1,52,59,39,1,1,1
m2,50,2,330,18,8,8.333333,17.25,119.1765,12,1,52,59,39,1,1,1
m2,50,2,340,23,11,6.521739,12.272727,81.16997,15,1,52,59,39,1,1,1
m2,50,2,350,20,11,7.5,12.363636,77.73684,14,1,52,59,39,1,1,1
m2,50,2,360,15,9,10,15.555555,207.28572,10,1,52,59,39,1,1,1
m2,50,2,370,12,8,12.5,17.875,311.72726,7,1,52,59,39,1,1,1
m2,50,2,380,12,8,12.5,18,160.81818,6,1,52,59,39,1,1,1
m2,50,2,390,8,5,18.75,29,575.3571,5,1,52,59,39,1,1,1
m2,50,2,400,6,4,25,36.75,1276.4,3,1,52,59,39,1,1,1
m2,50,2,410,6,3,25,48.333332,799.2,5,1,52,59,39,1,1,1
m2,50,2,420,12,9,12.5,16.11111,125.181816,5,1,52,59,39,1,1,1
m2,50,2,430,11,9,13.636364,16.333334,131.85454,3,1,52,59,39,1,1,1
m2,50,2,440,9,7,16.666666,21,224.00002,3,1,52,59,39,1,1,1
m2,50,2,450,8,5,18.75,29.2,922.7857,4,1,52,59,39,1,1,1
m2,50,2,460,10,7,15,20.857143,325.33334,4,1,52,59,39,1,1,1
m2,50,2,470,9,6,16.666666,24.333334,548.5,4,1,52,59,39,1,1,1
m2,50,2,480,12,7,12.5,20.428572,200.81818,7,1,52,59,39,1,1,1
m2,50,2,490,16,8,9.375,17.25,147.31667,12,1,52,59,39,1,1,1
m2,50,2,500,17,8,8.823529,17.125,136.77942,13,1,52,59,39,1,1,1
m2,50,2,510,16,8,9.375,17.25,191.58333,12,1,52,59,39,1,1,1
m2,50,2,520,14,8,10.714286,17.5,144.21976,10,1,52,59,39,1,1,1
m2,50,2,530,12,8,12.5,17.875,151.36363,7,1,52,59,39,1,1,1
m2,50,2,540,12,8,12.5,18,209.72728,6,1,52,59,39,1,1,1
m2,50,2,550,10,7,15,20.571428,251.55556,6,1,52,59,39,1,1,1
m2,50,2,560,11,6,13.636364,23.333334,386.4546,10,1,52,59,39,1,1,1
m2,50,2,570,13,7,11.538462,19.857143,234.43587,11,1,52,59,39,1,1,1
m2,50,2,580,12,8,12.5,17.875,306.0909,7,1,52,59,39,1,1,1
m2,50,2,590,10,7,15,20.714285,273.1111,5,1,52,59,39,1,1,1
m2,50,2,600,11,10,13.636364,14.9,109.85454,1,1,52,59,39,1,1,1
m2,50,2,610,9,8,16.666666,18.625,142.25,1,1,52,59,39,1,1,1
m2,50,2,620,10,9,15,16.555555,178.44444,1,1,52,59,39,1,1,1
m2,50,2,630,11,9,13.636364,16.444445,180.85455,2,1,52,59,39,1,1,1
m2,50,2,640,12,9,12.5,16.333334,278.63635,3,1,52,59,39,1,1,1
m2,50,2,650,10,7,15,20.857143,484.44446,4,1,52,59,39,1,1,1
m2,50,2,660,12,10,12.5,14.8,249.18182,2,1,52,59,39,1,1,1
m2,50,2,670,13,8,11.538462,18,379.10254,6,1,52,59,39,1,1,1
m2,50,2,680,14,7,10.714286,20.142857,376.21973,9,1,52,59,39,1,1,1
m2,50,2,690,16,10,9.375,14.3,178.65,7,1,52,59,39,1,1,1
m2,50,2,700,15,9,10,15.888889,213.57143,7,1,52,59,39,1,1,1
m2,50,2,710,14,10,10.714286,14.5,215.75824,5,1,52,59,39,1,1,1
m2,50,2,720,11,7,13.636364,20.714285,799.25446,5,1,52,59,39,1,1,1
m2,50,2,730,12,7,12.5,20.428572,360.0909,7,1,52,59,39,1,1,1
m2,50,2,740,15,7,10,20,267.2857,10,1,52,59,39,1,1,1
m2,50,2,750,14,6,10.714286,23.5,666.52734,9,1,52,59,39,1,1,1
m2,50,2,760,11,4,13.636364,35.25,1229.0544,9,1,52,59,39,1,1,1
m2,50,2,770,11,5,13.636364,28.4,1181.8544,8,1,52,59,39,1,1,1
m2,50,2,780,10,5,15,28.8,1419.1111,6,1,52,59,39,1,1,1
m2,50,2,790,7,3,21.428572,48,2424.9524,6,1,52,59,39,1,1,1
m2,50,2,800,6,2,25,72,3175.2,6,1,52,59,39,1,1,1
m2,50,2,810,8,3,18.75,47.333332,2207.3572,8,1,52,59,39,1,1,1
m2,50,2,820,6,3,25,48.333332,3012,5,1,52,59,39,1,1,1
m2,50,2,830,7,2,21.428572,72,2734.9521,6,1,52,59,39,1,1,1
m2,50,2,840,6,2,25,72.5,3230.8,5,1,52,59,39,1,1,1
m2,50,2,850,7,5,21.428572,29.6,2338.619,2,1,52,59,39,1,1,1
m2,50,2,860,10,5,15,28.8,1579.1111,6,1,52,59,39,1,1,1
m2,50,2,870,12,4,12.5,34.75,1302.2727,11,1,52,59,39,1,1,1
m2,50,2,880,12,5,12.5,28,1279,10,1,52,59,39,1,1,1
m2,50,2,890,13,4,11.538462,34.5,1225.4362,12,1,52,59,39,1,1,1
m2,50,2,900,11,5,13.636364,28.4,1465.0544,8,1,52,59,39,1,1,1
m2,50,2,910,10,5,15,28.6,1550.6666,7,1,52,59,39,1,1,1
m2,50,2,920,9,6,16.666666,24.5,1714.7499,3,1,52,59,39,1,1,1
m2,50,2,930,7,6,21.428572,24.833334,1871.6188,1,1,52,59,39,1,1,1
m2,50,2,940,8,4,18.75,36.25,1695.9286,5,1,52,59,39,1,1,1
m2,50,2,950,7,5,21.428572,29.6,1873.6188,2,1,52,59,39,1,1,1
m2,50,2,960,7,4,21.428572,36.75,2070.2854,3,1,52,59,39,1,1,1
m2,50,2,970,8,5,18.75,29.4,1445.9286,3,1,52,59,39,1,1,1
m2,50,2,980,7,5,21.428572,29.6,1519.6188,2,1,52,59,39,1,1,1
m2,50,2,990,7,4,21.428572,36.5,1490.2855,4,1,52,59,39,1,1,1
m2,50,2,1000,7,5,21.428572,29.6,1986.2855,2,1,52,59,39,1,1,1
m2,50,3,10,33,17,4.5454545,7.647059,25.130682,20,0.98,38,65,44,1,0.9848485,0.95652175
m2,50,3,20,31,15,4.83871,8.733334,69.33979,19,0.99333334,38,66,45,1,1,0.9782609
m2,50,3,30,33,17,4.5454545,7.4117646,29.255678,24,0.99333334,38,66,45,1,1,0.9782609
m2,50,3,40,32,19,4.6875,7.0526314,16.544355,16,1,38,66,46,1,1,1
m2,50,3,50,35,21,4.285714,6.2380953,13.151264,19,1,38,66,46,1,1,1
m2,50,3,60,28,19,5.357143,7.263158,23.423277,12,1,38,66,46,1,1,1
m2,50,3,70,29,17,5.172414,7.9411764,27.71922,15,1,38,66,46,1,1,1
m2,50,3,80,24,14,6.25,9.714286,36.282608,14,1,38,66,46,1,1,1
m2,50,3,90,26,16,5.769231,8.6875,47.78463,11,1,38,66,46,1,1,1
m2,50,3,100,26,11,5.769231,12.181818,74.50464,16,1,38,66,46,1,1,1
m2,50,3,110,26,8,5.769231,16,112.90465,22,1,38,66,46,1,1,1
m2,50,3,120,30,10,5,12.5,56.344826,25,1,38,66,46,1,1,1
m2,50,3,130,28,8,5.357143,15.875,109.94176,23,1,38,66,46,1,1,1
m2,50,3,140,28,9,5.357143,14.333333,68.01589,21,1,38,66,46,1,1,1
m2,50,3,150,24,9,6.25,14.888889,85.76087,16,1,38,66,46,1,1,1
m2,50,3,160,23,8,6.521739,16.5,129.2608,18,1,38,66,46,1,1,1
m2,50,3,170,19,9,7.894737,15.444445,135.98828,11,1,38,66,46,1,1,1
m2,50,3,180,21,7,7.142857,19.142857,148.12852,16,1,38,66,46,1,1,1
m2,50,3,190,15,7,10,20.142857,200.71428,9,1,38,66,46,1,1,1
m2,50,3,200,15,8,10,17.625,165.71428,9,1,38,66,46,1,1,1
m2,50,3,210,14,7,10.714286,20.285715,253.91211,8,1,38,66,46,1,1,1
m2,50,3,220,12,4,12.5,35.25,721.5455,9,1,38,66,46,1,1,1
m2,50,3,230,12,4,12.5,35.25,781.5455,9,1,38,66,46,1,1,1
m2,50,3,240,13,5,11.538462,28.2,692.436,9,1,38,66,46,1,1,1
m2,50,3,250,15,7,10,19.857143,268.14285,11,1,38,66,46,1,1,1
m2,50,3,260,14,7,10.714286,20.285715,823.91187,8,1,38,66,46,1,1,1
m2,50,3,270,15,6,10,23.166666,625.4286,11,1,38,66,46,1,1,1
m2,50,3,280,14,6,10.714286,23.166666,356.6813,11,1,38,66,46,1,1,1
m2,50,3,290,14,5,10.714286,27.6,394.21973,12,1,38,66,46,1,1,1
m2,50,3,300,12,4,12.5,34.75,560.2727,11,1,38,66,46,1,1,1
m2,50,3,310,11,4,13.636364,34.75,827.8544,11,1,38,66,46,1,1,1
m2,50,3,320,18,10,8.333333,14,279.5295,10,1,38,66,46,1,1,1
m2,50,3,330,19,8,7.894737,17.125,347.32172,13,1,38,66,46,1,1,1
m2,50,3,340,16,10,9.375,14.3,247.45,7,1,38,66,46,1,1,1
m2,50,3,350,16,9,9.375,15.666667,442.25,9,1,38,66,46,1,1,1
m2,50,3,360,14,9,10.714286,16,486.37354,6,1,38,66,46,1,1,1
m2,50,3,370,13,11,11.538462,13.272727,474.936,4,1,38,66,46,1,1,1
m2,50,3,380,18,11,8.333333,12.818182,204.82355,9,1,38,66,46,1,1,1
m2,50,3,390,16,9,9.375,15.777778,210.38333,8,1,38,66,46,1,1,1
m2,50,3,400,11,6,13.636364,24,1095.4546,6,1,38,66,46,1,1,1
m2,50,3,410,11,4,13.636364,35.75,965.6546,7,1,38,66,46,1,1,1
m2,50,3,420,14,8,10.714286,17.875,655.4505,7,1,38,66,46,1,1,1
m2,50,3,430,14,8,10.714286,17.875,604.5274,7,1,38,66,46,1,1,1
m2,50,3,440,12,7,12.5,20.714285,327,5,1,38,66,46,1,1,1
m2,50,3,450,14,10,10.714286,14.4,278.83517,6,1,38,66,46,1,1,1
m2,50,3,460,14,8,10.714286,17.875,342.21976,7,1,38,66,46,1,1,1
m2,50,3,470,15,7,10,19.857143,312,11,1,38,66,46,1,1,1
m2,50,3,480,17,10,8.823529,14.1,250.15442,9,1,38,66,46,1,1,1
m2,50,3,490,16,10,9.375,14.3,303.85,7,1,38,66,46,1,1,1
m2,50,3,500,17,8,8.823529,17.375,307.40436,11,1,38,66,46,1,1,1
m2,50,3,510,14,8,10.714286,17.875,601.29663,7,1,38,66,46,1,1,1
m2,50,3,520,18,8,8.333333,16.875,309.52948,15,1,38,66,46,1,1,1
m2,50,3,530,17,8,8.823529,17,409.90433,14,1,38,66,46,1,1,1
m2,50,3,540,17,8,8.823529,17.25,486.15436,12,1,38,66,46,1,1,1
m2,50,3,550,18,9,8.333333,15.222222,377.88242,13,1,38,66,46,1,1,1
m2,50,3,560,20,11,7.5,12.454545,112.47369,13,1,38,66,46,1,1,1
m2,50,3,570,20,11,7.5,12.454545,102.789474,13,1,38,66,46,1,1,1
m2,50,3,580,17,11,8.823529,12.909091,128.27943,8,1,38,66,46,1,1,1
m2,50,3,590,17,10,8.823529,14,123.27942,10,1,38,66,46,1,1,1
m2,50,3,600,16,8,9.375,17.5,229.05,10,1,38,66,46,1,1,1
m2,50,3,610,16,9,9.375,15.666667,169.05,9,1,38,66,46,1,1,1
m2,50,3,620,14,8,10.714286,17.75,184.98901,8,1,38,66,46,1,1,1
m2,50,3,630,15,9,10,15.777778,154,8,1,38,66,46,1,1,1
m2,50,3,640,16,10,9.375,14.2,129.31667,8,1,38,66,46,1,1,1
m2,50,3,650,15,9,10,15.666667,133.28572,9,1,38,66,46,1,1,1
m2,50,3,660,14,10,10.714286,14.4,145.45055,6,1,38,66,46,1,1,1
m2,50,3,670,15,10,10,14.3,133.85715,7,1,38,66,46,1,1,1
m2,50,3,680,12,8,12.5,17.875,171.72728,7,1,38,66,46,1,1,1
m2,50,3,690,11,7,13.636364,20.571428,268.85455,6,1,38,66,46,1,1,1
m2,50,3,700,11,8,13.636364,18.25,275.25455,4,1,38,66,46,1,1,1
m2,50,3,710,9,6,16.666666,24.166666,556.75006,5,1,38,66,46,1,1,1
m2,50,3,720,8,5,18.75,29,1467.3572,5,1,38,66,46,1,1,1
m2,50,3,730,10,8,15,18.375,349.33334,3,1,38,66,46,1,1,1
m2,50,3,740,11,7,13.636364,20.428572,367.05457,7,1,38,66,46,1,1,1
m2,50,3,750,8,6,18.75,24.5,1428.5,3,1,38,66,46,1,1,1
m2,50,3,760,11,10,13.636364,14.8,211.85454,2,1,38,66,46,1,1,1
m2,50,3,770,12,10,12.5,14.7,199.72728,3,1,38,66,46,1,1,1
m2,50,3,780,13,11,11.538462,13.363636,185.60255,3,1,38,66,46,1,1,1
m2,50,3,790,13,11,11.538462,13.272727,185.60258,4,1,38,66,46,1,1,1
m2,50,3,800,11,10,13.636364,14.8,336.65457,2,1,38,66,46,1,1,1
m2,50,3,810,11,10,13.636364,14.8,185.25455,2,1,38,66,46,1,1,1
m2,50,3,820,11,10,13.636364,14.9,312.65457,1,1,38,66,46,1,1,1
m2,50,3,830,11,9,13.636364,16.444445,582.2545,2,1,38,66,46,1,1,1
m2,50,3,840,12,11,12.5,13.545455,127.72727,1,1,38,66,46,1,1,1
m2,50,3,850,9,9,16.666666,16.666666,484.5,0,1,38,66,46,1,1,1
m2,50,3,860,11,10,13.636364,14.9,129.05453,1,1,38,66,46,1,1,1
m2,50,3,870,14,13,10.714286,11.461538,71.60439,1,1,38,66,46,1,1,1
m2,50,3,880,16,13,9.375,11.307693,85.05,3,1,38,66,46,1,1,1
m2,50,3,890,15,11,10,13.181818,114.42857,5,1,38,66,46,1,1,1
m2,50,3,900,14,8,10.714286,17.75,238.83517,8,1,38,66,46,1,1,1
m2,50,3,910,14,7,10.714286,20.142857,260.98904,9,1,38,66,46,1,1,1
m2,50,3,920,11,6,13.636364,24,427.85455,6,1,38,66,46,1,1,1
m2,50,3,930,12,6,12.5,23.666666,393.18182,8,1,38,66,46,1,1,1
m2,50,3,940,14,10,10.714286,14.5,213.2967,5,1,38,66,46,1,1,1
m2,50,3,950,14,8,10.714286,17.75,241.9121,8,1,38,66,46,1,1,1
m2,50,3,960,15,10,10,14.3,216.85715,7,1,38,66,46,1,1,1
m2,50,3,970,16,10,9.375,14.2,212.51666,8,1,38,66,46,1,1,1
m2,50,3,980,14,10,10.714286,14.6,243.91211,4,1,38,66,46,1,1,1
m2,50,3,990,13,8,11.538462,18.125,431.2692,5,1,38,66,46,1,1,1
m2,50,3,1000,13,10,11.538462,14.7,271.43588,3,1,38,66,46,1,1,1
m2,50,4,10,34,15,4.4117646,8.466666,43.70411,23.000008,0.94666666,43,41,58,0.95555556,0.9111111,0.96666664
m2,50,4,20,36,12,4.1666665,10.166667,57.68574,28,0.96666664,43,42,60,0.95555556,0.93333334,1
m2,50,4,30,39,9,3.8461537,12.444445,50.870457,38,0.97333336,43,43,60,0.95555556,0.95555556,1
m2,50,4,40,34,10,4.4117646,12.2,58.12835,28,0.97333336,43,43,60,0.95555556,0.95555556,1
m2,50,4,50,28,12,5.357143,10.583333,73.86774,23,0.96666664,42,43,60,0.93333334,0.95555556,1
m2,50,4,60,25,12,6,11.083333,92.666664,17,0.97333336,42,44,60,0.93333334,0.9777778,1
m2,50,4,70,22,12,6.818182,11.5,131.29872,12,0.98,43,44,60,0.95555556,0.9777778,1
m2,50,4,80,24,12,6.25,11.25,63.760868,15,0.98,43,44,60,0.95555556,0.9777778,1
m2,50,4,90,23,12,6.521739,11.416667,125.98809,13,0.9866667,44,44,60,0.9777778,0.9777778,1
m2,50,4,100,27,12,5.5555553,11.166667,77.33331,16,0.9866667,44,44,60,0.9777778,0.9777778,1
m2,50,4,110,26,13,5.769231,10.461538,102.74466,14,0.99333334,44,45,60,0.9777778,1,1
m2,50,4,120,27,10,5.5555553,12.9,122.48722,21,0.99333334,44,45,60,0.9777778,1,1
m2,50,4,130,33,14,4.5454545,9.142858,59.380657,22,0.99333334,44,45,60,0.9777778,1,1
m2,50,4,140,28,11,5.357143,11.818182,97.86769,20,0.99333334,44,45,60,0.9777778,1,1
m2,50,4,150,33,11,4.5454545,11.181818,55.880657,27,0.99333334,44,45,60,0.9777778,1,1
m2,50,4,160,32,13,4.6875,10,55.83468,20,0.99333334,44,45,60,0.9777778,1,1
m2,50,4,170,35,12,4.285714,10.25,37.680668,27,0.99333334,44,45,60,0.9777778,1,1
m2,50,4,180,32,10,4.6875,12.4,65.189514,26,1,45,45,60,1,1,1
m2,50,4,190,32,12,4.6875,10.666667,54.221775,22,1,45,45,60,1,1,1
m2,50,4,200,24,12,6.25,11.333333,86.28261,14,1,45,45,60,1,1,1
m2,50,4,210,25,13,6,10.384615,67.416664,15,1,45,45,60,1,1,1
m2,50,4,220,25,12,6,11.166667,80.333336,16,1,45,45,60,1,1,1
m2,50,4,230,24,11,6.25,12.272727,110.54348,15,1,45,45,60,1,1,1
m2,50,4,240,22,9,6.818182,14.777778,129.58444,17,1,45,45,60,1,1,1
m2,50,4,250,23,10,6.521739,13.4,99.7154,16,1,45,45,60,1,1,1
m2,50,4,260,20,10,7.5,13.7,101.31579,13,1,45,45,60,1,1,1
m2,50,4,270,19,9,7.894737,15.444445,282.0995,11,1,45,45,60,1,1,1
m2,50,4,280,13,5,11.538462,28.2,991.2696,9,1,45,45,60,1,1,1
m2,50,4,290,12,6,12.5,23.833334,591.5455,7,1,45,45,60,1,1,1
m2,50,4,300,14,8,10.714286,17.875,697.1427,7,1,45,45,60,1,1,1
m2,50,4,310,19,9,7.894737,15,419.43283,15,1,45,45,60,1,1,1
m2,50,4,320,17,9,8.823529,15.444445,487.90436,11,1,45,45,60,1,1,1
m2,50,4,330,18,8,8.333333,16.875,220.47061,15,1,45,45,60,1,1,1
m2,50,4,340,19,11,7.894737,12.545455,136.09937,12,1,45,45,60,1,1,1
m2,50,4,350,20,10,7.5,13.7,131.10527,13,1,45,45,60,1,1,1
m2,50,4,360,19,10,7.894737,13.8,130.76605,12,1,45,45,60,1,1,1
m2,50,4,370,17,11,8.823529,13.090909,139.9044,6,1,45,45,60,1,1,1
m2,50,4,380,17,11,8.823529,13.090909,155.65439,6,1,45,45,60,1,1,1
m2,50,4,390,16,9,9.375,15.777778,207.45,8,1,45,45,60,1,1,1
m2,50,4,400,15,9,10,15.888889,216.28572,7,1,45,45,60,1,1,1
m2,50,4,410,19,11,7.894737,12.818182,142.76607,9,1,45,45,60,1,1,1
m2,50,4,420,18,11,8.333333,12.909091,152.47061,8,1,45,45,60,1,1,1
m2,50,4,430,15,11,10,13.272727,141.42857,4,1,45,45,60,1,1,1
m2,50,4,440,14,10,10.714286,14.5,194.83519,5,1,45,45,60,1,1,1
m2,50,4,450,15,10,10,14.3,187.71428,7,1,45,45,60,1,1,1
m2,50,4,460,18,9,8.333333,15.444445,169.64708,11,1,45,45,60,1,1,1
m2,50,4,470,15,6,10,22.833334,403.57144,13,1,45,45,60,1,1,1
m2,50,4,480,10,5,15,28.8,607.7778,6,1,45,45,60,1,1,1
m2,50,4,490,10,5,15,28.8,607.7778,6,1,45,45,60,1,1,1
m2,50,4,500,11,6,13.636364,24,733.6545,6,1,45,45,60,1,1,1
m2,50,4,510,13,7,11.538462,20.428572,409.7692,7,1,45,45,60,1,1,1
m2,50,4,520,13,7,11.538462,20.428572,409.7692,7,1,45,45,60,1,1,1
m2,50,4,530,15,6,10,23.166666,464.42856,11,1,45,45,60,1,1,1
m2,50,4,540,17,8,8.823529,17.25,334.65436,12,1,45,45,60,1,1,1
m2,50,4,550,13,8,11.538462,17.75,486.43594,8,1,45,45,60,1,1,1
m2,50,4,560,14,8,10.714286,17.625,461.45056,9,1,45,45,60,1,1,1
m2,50,4,570,17,9,8.823529,15.666667,332.65436,9,1,45,45,60,1,1,1
m2,50,4,580,12,9,12.5,16.222221,572.63635,4,1,45,45,60,1,1,1
m2,50,4,590,12,9,12.5,16.222221,348.27274,4,1,45,45,60,1,1,1
m2,50,4,600,14,9,10.714286,15.888889,292.83517,7,1,45,45,60,1,1,1
m2,50,4,610,17,9,8.823529,15.444445,145.5294,11,1,45,45,60,1,1,1
m2,50,4,620,19,11,7.894737,12.636364,98.099396,11,1,45,45,60,1,1,1
m2,50,4,630,15,7,10,19.714285,252.42857,12,1,45,45,60,1,1,1
m2,50,4,640,17,9,8.823529,15.333333,144.40439,12,1,45,45,60,1,1,1
m2,50,4,650,16,9,9.375,15.555555,188.65,10,1,45,45,60,1,1,1
m2,50,4,660,17,11,8.823529,12.818182,171.2794,9,1,45,45,60,1,1,1
m2,50,4,670,17,10,8.823529,14,197.4044,10,1,45,45,60,1,1,1
m2,50,4,680,20,8,7.5,16.625,325.3158,17,1,45,45,60,1,1,1
m2,50,4,690,13,7,11.538462,20.285715,882.93604,8,1,45,45,60,1,1,1
m2,50,4,700,13,7,11.538462,20.285715,934.1028,8,1,45,45,60,1,1,1
m2,50,4,710,11,5,13.636364,28.2,1272.4545,9,1,45,45,60,1,1,1
m2,50,4,720,10,3,15,47,1637.3334,9,1,45,45,60,1,1,1
m2,50,4,730,8,4,18.75,36.25,2026.2142,5,1,45,45,60,1,1,1
m2,50,4,740,8,5,18.75,29,1881.3572,5,1,45,45,60,1,1,1
m2,50,4,750,11,6,13.636364,23.666666,1053.0546,8,1,45,45,60,1,1,1
m2,50,4,760,9,6,16.666666,24.166666,1345,5,1,45,45,60,1,1,1
m2,50,4,770,8,5,18.75,29.2,1391.3572,4,1,45,45,60,1,1,1
m2,50,4,780,11,6,13.636364,24,944.2544,6,1,45,45,60,1,1,1
m2,50,4,790,16,9,9.375,15.555555,288.25,10,1,45,45,60,1,1,1
m2,50,4,800,11,7,13.636364,20.571428,535.0545,6,1,45,45,60,1,1,1
m2,50,4,810,13,8,11.538462,18,576.6026,6,1,45,45,60,1,1,1
m2,50,4,820,12,7,12.5,20.571428,668.4545,6,1,45,45,60,1,1,1
m2,50,4,830,12,8,12.5,18.125,532.4545,5,1,45,45,60,1,1,1
m2,50,4,840,13,7,11.538462,20.285715,468.60254,8,1,45,45,60,1,1,1
m2,50,4,850,11,7,13.636364,20.857143,386.65457,4,1,45,45,60,1,1,1
m2,50,4,860,14,10,10.714286,14.4,317.91208,6,1,45,45,60,1,1,1
m2,50,4,870,13,9,11.538462,16.11111,336.43588,5,1,45,45,60,1,1,1
m2,50,4,880,12,7,12.5,20.428572,439.9091,7,1,45,45,60,1,1,1
m2,50,4,890,11,7,13.636364,20.571428,556.0545,6,1,45,45,60,1,1,1
m2,50,4,900,15,7,10,19.857143,422.2857,11,1,45,45,60,1,1,1
m2,50,4,910,12,6,12.5,23.666666,716.63635,8,1,45,45,60,1,1,1
m2,50,4,920,10,6,15,24.166666,1009.7778,5,1,45,45,60,1,1,1
m2,50,4,930,10,5,15,28.8,1121.5555,6,1,45,45,60,1,1,1
m2,50,4,940,11,5,13.636364,28.2,1342.8544,9,1,45,45,60,1,1,1
m2,50,4,950,8,4,18.75,36.25,1514.2142,5,1,45,45,60,1,1,1
m2,50,4,960,8,5,18.75,29.2,1781.3572,4,1,45,45,60,1,1,1
m2,50,4,970,9,6,16.666666,24.333334,1538.7499,4,1,45,45,60,1,1,1
m2,50,4,980,9,5,16.666666,28.8,1539.75,6,1,45,45,60,1,1,1
m2,50,4,990,12,5,12.5,27.8,1009.1818,11,1,45,45,60,1,1,1
m2,50,4,1000,11,6,13.636364,24,1204.2544,6,1,45,45,60,1,1,1
m2,50,5,10,32,19,4.6875,6.9473686,17.125,18,0.9866667,44,53,51,1,1,0.9622642
m2,50,5,20,29,17,5.172414,8,29.504927,14,0.99333334,44,53,52,1,1,0.9811321
m2,50,5,30,28,13,5.357143,10.230769,67.94181,17,0.99333334,44,53,52,1,1,0.9811321
m2,50,5,40,36,14,4.1666665,8.928572,41.17146,25,0.99333334,44,53,52,1,1,0.9811321
m2,50,5,50,34,16,4.4117646,8.125,34.431374,20,1,44,53,53,1,1,1
